"","gridID","presence","year","predictedValue"
"723","X12-297",0,"2016",0
"724","X12-297",0,"2016",0
"725","X12-297",0,"2016",0
"726","X12-297",0,"2016",0
"727","X12-297",0,"2016",0
"728","X12-297",0,"2016",0
"729","X12-297",0,"2016",0
"730","X12-297",0,"2016",1
"731","X12-297",0,"2016",0
"732","X12-297",0,"2016",0
"733","X12-297",0,"2016",0
"734","X12-297",0,"2016",0
"735","X12-297",0,"2016",0
"736","X12-297",0,"2016",0
"737","X12-297",0,"2016",0
"738","X12-297",0,"2016",0
"739","X12-297",0,"2016",0
"740","X12-297",0,"2016",1
"741","X12-297",0,"2016",0
"742","X12-297",0,"2016",0
"743","X12-297",0,"2016",0
"744","X12-297",0,"2016",0
"745","X12-297",0,"2016",0
"746","X12-297",0,"2016",0
"747","X12-297",0,"2016",0
"748","X12-297",0,"2016",0
"749","X12-297",0,"2016",0
"750","X12-297",0,"2016",0
"751","X12-297",0,"2016",0
"752","X12-297",0,"2016",0
"753","X12-297",0,"2016",0
"754","X12-297",0,"2016",0
"755","X12-440",1,"2016",NA
"756","X12-440",1,"2016",NA
"757","X12-440",1,"2016",NA
"758","X12-440",1,"2016",NA
"759","X12-440",1,"2016",NA
"760","X12-440",1,"2016",NA
"761","X12-440",1,"2016",NA
"762","X12-440",1,"2016",NA
"763","X12-440",1,"2016",NA
"764","X12-440",1,"2016",NA
"765","X12-440",1,"2016",NA
"766","X12-440",1,"2016",NA
"767","X12-440",1,"2016",NA
"768","X12-440",1,"2016",NA
"769","X12-440",1,"2016",NA
"770","X12-440",1,"2016",NA
"771","X12-440",1,"2016",NA
"772","X12-440",1,"2016",NA
"773","X12-440",1,"2016",NA
"774","X12-440",1,"2016",NA
"775","X12-440",1,"2016",NA
"776","X12-440",1,"2016",NA
"777","X12-440",1,"2016",NA
"778","X12-440",1,"2016",NA
"779","X12-440",1,"2016",NA
"780","X12-440",1,"2016",NA
"781","X12-440",1,"2016",NA
"782","X12-440",1,"2016",NA
"783","X12-440",1,"2016",NA
"784","X12-440",1,"2016",NA
"785","X12-440",1,"2016",NA
"786","X12-440",1,"2016",NA
"787","X12-440",1,"2016",NA
"788","X12-440",1,"2016",NA
"789","X12-440",1,"2016",NA
"790","X12-440",1,"2016",NA
